"GeneSet","gene"
"Myeloid_Treg_Immunosuppressive_SUPPRESS_hybrid","CYBB"
"Myeloid_Treg_Immunosuppressive_SUPPRESS_hybrid","PTPRC"
"Myeloid_Treg_Immunosuppressive_SUPPRESS_hybrid","SLC7A7"
"Myeloid_Treg_Immunosuppressive_SUPPRESS_hybrid","GZMB"
"Myeloid_Treg_Immunosuppressive_SUPPRESS_hybrid","RBM47"
"Myeloid_Treg_Immunosuppressive_SUPPRESS_hybrid","PTPN22"
"Myeloid_Treg_Immunosuppressive_SUPPRESS_hybrid","LAPTM5"
"Myeloid_Treg_Immunosuppressive_SUPPRESS_hybrid","ITGB2"
"Myeloid_Treg_Immunosuppressive_SUPPRESS_hybrid","SERPINA1"
"Myeloid_Treg_Immunosuppressive_SUPPRESS_hybrid","CXorf21"
"Myeloid_Treg_Immunosuppressive_SUPPRESS_hybrid","HK3"
"Myeloid_Treg_Immunosuppressive_SUPPRESS_hybrid","TNFAIP8L2"
"Myeloid_Treg_Immunosuppressive_SUPPRESS_hybrid","SNX20"
"Myeloid_Treg_Immunosuppressive_SUPPRESS_hybrid","CSF2RB"
"Myeloid_Treg_Immunosuppressive_SUPPRESS_hybrid","TAGAP"
"Myeloid_Treg_Immunosuppressive_SUPPRESS_hybrid","RGL4"
"Myeloid_Treg_Immunosuppressive_SUPPRESS_hybrid","DOK2"
"Myeloid_Treg_Immunosuppressive_SUPPRESS_hybrid","FAM107B"
"Myeloid_Treg_Immunosuppressive_SUPPRESS_hybrid","IL32"
"Myeloid_Treg_Immunosuppressive_SUPPRESS_hybrid","HCST"
"Myeloid_Treg_Immunosuppressive_SUPPRESS_hybrid","CD247"
"Myeloid_Treg_Immunosuppressive_SUPPRESS_hybrid","BIN2"
"Myeloid_Treg_Immunosuppressive_SUPPRESS_hybrid","CD48"
"Myeloid_Treg_Immunosuppressive_SUPPRESS_hybrid","RFTN1"
"Myeloid_Treg_Immunosuppressive_SUPPRESS_hybrid","STK17B"
"Myeloid_Treg_Immunosuppressive_SUPPRESS_hybrid","SIT1"
"Myeloid_Treg_Immunosuppressive_SUPPRESS_hybrid","CD3D"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","AXL"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","NGFR"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","WNT5A"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","EGFR"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","SOX9"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","VIM"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","FN1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","ITGA5"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","TNC"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","LOXL2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","ZEB1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","COL1A1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","COL1A2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","COL3A1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","COL5A1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","COL5A2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","COL6A1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","COL6A2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","COL6A3"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","COL12A1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","VCAN"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","FBN1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","DCN"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","LUM"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","THBS1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","MMP2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","MMP9"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","TGFB1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","TGFB3"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","TGFBI"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","SERPINE1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","PLAUR"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","PLAU"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","INHBA"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","THY1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","PXDN"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","ADAM12"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","MRC2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","PRRX2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_curated","LPAR1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","COL12A1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","PXDN"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","COL6A2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","UNC5B"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","VCAN"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","CLMP"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","PLAUR"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","COL6A1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","FAM20C"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","COL5A2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","COL15A1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","SH2B3"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","LOXL2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","PLAU"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","EGFR"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","SOCS3"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","COL5A1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","PRRX2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","TP53I11"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","MRC2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","NGEF"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","OLFML2B"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","FBN1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","TIMP1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","FOSL2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","ANO1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","NID2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","BICC1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","ZEB1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","LPAR1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","LTBP2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","VDR"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","MYOF"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","IGFBP6"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","COL6A3"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","PODXL"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","OSMR"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","FST"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","ECE1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","TPBG"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","C1R"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","ADAM19"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","RASA4B"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","COL1A1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","JUNB"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","INHBA"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","CSRNP1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","RUNX1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","CDH11"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","GPC6"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","NHS"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","TMEM2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","CD248"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","GALNT10"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","CALHM2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","ANPEP"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","COLEC12"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","ADAMTS12"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","IFNGR2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","FNDC1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","TGFBI"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","BGN"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","CCM2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","HK1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","ITGA5"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","MAP1A"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","ZYX"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","IER3"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","TNFRSF1A"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","RAB31"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","GNAI2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","ENG"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","ZNF385A"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","NRP1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","MMP19"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","B4GALT1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","COL1A2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","MT2A"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","GFPT2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","ADAM12"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","KDELC2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","EMILIN1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","SLIT2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","EPHB6"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","NPDC1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","GLIS2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","ADAMTS9"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","TADA3"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","TNC"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","SLC20A1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","COL8A1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","LMO7"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","COL3A1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","SULF2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","EFEMP1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","TGFB3"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","THY1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","IFITM3"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","PMEPA1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_data_driven","FAM89B"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","AXL"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","NGFR"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","WNT5A"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","EGFR"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","SOX9"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","VIM"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","FN1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","ITGA5"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","TNC"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","LOXL2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","ZEB1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","COL1A1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","COL1A2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","COL3A1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","COL5A1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","COL5A2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","COL6A1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","COL6A2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","COL6A3"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","COL12A1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","VCAN"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","FBN1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","DCN"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","LUM"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","THBS1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","MMP2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","MMP9"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","TGFB1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","TGFB3"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","TGFBI"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","SERPINE1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","PLAUR"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","PLAU"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","INHBA"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","THY1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","PXDN"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","ADAM12"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","MRC2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","PRRX2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","LPAR1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","UNC5B"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","CLMP"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","FAM20C"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","COL15A1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","SH2B3"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","SOCS3"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","TP53I11"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","NGEF"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","OLFML2B"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","TIMP1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","FOSL2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","ANO1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","NID2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","BICC1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","LTBP2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","VDR"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","MYOF"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","IGFBP6"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","PODXL"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","OSMR"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","FST"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","ECE1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","TPBG"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","C1R"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","ADAM19"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","RASA4B"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","JUNB"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","CSRNP1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","RUNX1"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","CDH11"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","GPC6"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","NHS"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","TMEM2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","CD248"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","GALNT10"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","CALHM2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","ANPEP"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","COLEC12"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","ADAMTS12"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","IFNGR2"
"Tumor_dedifferentiation_Stromal_remodeling_SUPPRESS_hybrid","FNDC1"
"Melanocytic_Differentiation_REFERENCE_curated","MLANA"
"Melanocytic_Differentiation_REFERENCE_curated","PMEL"
"Melanocytic_Differentiation_REFERENCE_curated","TYR"
"Melanocytic_Differentiation_REFERENCE_curated","DCT"
"Melanocytic_Differentiation_REFERENCE_curated","MITF"
"Melanocytic_Differentiation_REFERENCE_curated","SOX10"
"Melanocytic_Differentiation_REFERENCE_curated","TFAP2A"
"Melanocytic_Differentiation_REFERENCE_curated","S100B"
"Melanocytic_Differentiation_REFERENCE_data_driven","MLANA"
"Melanocytic_Differentiation_REFERENCE_data_driven","DCT"
"Melanocytic_Differentiation_REFERENCE_data_driven","TYR"
"Melanocytic_Differentiation_REFERENCE_data_driven","PMEL"
"Melanocytic_Differentiation_REFERENCE_data_driven","MITF"
"Melanocytic_Differentiation_REFERENCE_data_driven","STK32A"
"Melanocytic_Differentiation_REFERENCE_data_driven","TFAP2A"
"Melanocytic_Differentiation_REFERENCE_data_driven","SYNGR1"
"Melanocytic_Differentiation_REFERENCE_data_driven","GTF2F2"
"Melanocytic_Differentiation_REFERENCE_data_driven","TUBB4A"
"Melanocytic_Differentiation_REFERENCE_data_driven","KCNJ13"
"Melanocytic_Differentiation_REFERENCE_data_driven","MFAP3L"
"Melanocytic_Differentiation_REFERENCE_data_driven","PAX3"
"Melanocytic_Differentiation_REFERENCE_data_driven","CABLES1"
"Melanocytic_Differentiation_REFERENCE_data_driven","PHLPP1"
"Melanocytic_Differentiation_REFERENCE_data_driven","CA14"
"Melanocytic_Differentiation_REFERENCE_data_driven","SEMA6A"
"Melanocytic_Differentiation_REFERENCE_data_driven","MYO10"
"Melanocytic_Differentiation_REFERENCE_data_driven","PPM1H"
"Melanocytic_Differentiation_REFERENCE_data_driven","ILVBL"
"Melanocytic_Differentiation_REFERENCE_data_driven","ST6GALNAC2"
"Melanocytic_Differentiation_REFERENCE_data_driven","CYP2U1"
"Melanocytic_Differentiation_REFERENCE_data_driven","PRAME"
"Melanocytic_Differentiation_REFERENCE_data_driven","SNCA"
"Melanocytic_Differentiation_REFERENCE_data_driven","GCNT2"
"Melanocytic_Differentiation_REFERENCE_data_driven","STX7"
"Melanocytic_Differentiation_REFERENCE_data_driven","IRF4"
"Melanocytic_Differentiation_REFERENCE_data_driven","ADIPOR2"
"Melanocytic_Differentiation_REFERENCE_data_driven","MXI1"
"Melanocytic_Differentiation_REFERENCE_data_driven","CEP295NL"
"Melanocytic_Differentiation_REFERENCE_data_driven","IRS2"
"Melanocytic_Differentiation_REFERENCE_data_driven","ABCB5"
"Melanocytic_Differentiation_REFERENCE_data_driven","LZTS1"
"Melanocytic_Differentiation_REFERENCE_data_driven","ST3GAL4"
"Melanocytic_Differentiation_REFERENCE_data_driven","BBS5"
"Melanocytic_Differentiation_REFERENCE_data_driven","EDNRB"
"Melanocytic_Differentiation_REFERENCE_data_driven","IGSF3"
"Melanocytic_Differentiation_REFERENCE_data_driven","SLC3A2"
"Melanocytic_Differentiation_REFERENCE_data_driven","NLGN1"
"Melanocytic_Differentiation_REFERENCE_data_driven","KIF13A"
"Melanocytic_Differentiation_REFERENCE_data_driven","FDFT1"
"Melanocytic_Differentiation_REFERENCE_data_driven","PFKFB2"
"Melanocytic_Differentiation_REFERENCE_data_driven","STK24"
"Melanocytic_Differentiation_REFERENCE_data_driven","SPAG9"
"Melanocytic_Differentiation_REFERENCE_data_driven","ABTB2"
"Melanocytic_Differentiation_REFERENCE_data_driven","ANXA5"
"Melanocytic_Differentiation_REFERENCE_data_driven","C8orf46"
"Melanocytic_Differentiation_REFERENCE_data_driven","MIPEP"
"Melanocytic_Differentiation_REFERENCE_data_driven","ZNF704"
"Melanocytic_Differentiation_REFERENCE_data_driven","STAM"
"Melanocytic_Differentiation_REFERENCE_data_driven","MRPL44"
"Melanocytic_Differentiation_REFERENCE_data_driven","CPEB2"
"Melanocytic_Differentiation_REFERENCE_data_driven","OTUD7B"
"Melanocytic_Differentiation_REFERENCE_data_driven","LONP2"
"Melanocytic_Differentiation_REFERENCE_data_driven","IFT81"
"Melanocytic_Differentiation_REFERENCE_data_driven","ALX1"
"Melanocytic_Differentiation_REFERENCE_data_driven","SOX6"
"Melanocytic_Differentiation_REFERENCE_data_driven","GPAT4"
"Melanocytic_Differentiation_REFERENCE_data_driven","MYO5A"
"Melanocytic_Differentiation_REFERENCE_data_driven","SLC6A8"
"Melanocytic_Differentiation_REFERENCE_data_driven","MCC"
"Melanocytic_Differentiation_REFERENCE_data_driven","TRIM63"
"Melanocytic_Differentiation_REFERENCE_data_driven","NRBP2"
"Melanocytic_Differentiation_REFERENCE_data_driven","FBXO7"
"Melanocytic_Differentiation_REFERENCE_data_driven","SORT1"
"Melanocytic_Differentiation_REFERENCE_data_driven","CAPN3"
"Melanocytic_Differentiation_REFERENCE_data_driven","TMEM117"
"Melanocytic_Differentiation_REFERENCE_data_driven","KIAA1211"
"Melanocytic_Differentiation_REFERENCE_data_driven","FMN1"
"Melanocytic_Differentiation_REFERENCE_data_driven","ABCC2"
"Melanocytic_Differentiation_REFERENCE_data_driven","MDGA2"
"Melanocytic_Differentiation_REFERENCE_data_driven","SLC24A5"
"Melanocytic_Differentiation_REFERENCE_data_driven","SOCS6"
"Melanocytic_Differentiation_REFERENCE_data_driven","PYURF"
"Melanocytic_Differentiation_REFERENCE_data_driven","DOCK7"
"Melanocytic_Differentiation_REFERENCE_data_driven","OSBPL9"
"Melanocytic_Differentiation_REFERENCE_data_driven","IGSF11"
"Melanocytic_Differentiation_REFERENCE_data_driven","TEX2"
"Melanocytic_Differentiation_REFERENCE_data_driven","VPS25"
"Melanocytic_Differentiation_REFERENCE_data_driven","SLC18B1"
"Melanocytic_Differentiation_REFERENCE_data_driven","SGCD"
"Melanocytic_Differentiation_REFERENCE_data_driven","BEST1"
"Melanocytic_Differentiation_REFERENCE_data_driven","NUFIP1"
"Melanocytic_Differentiation_REFERENCE_data_driven","PCYT2"
"Melanocytic_Differentiation_REFERENCE_data_driven","USP27X"
"Melanocytic_Differentiation_REFERENCE_data_driven","KAT7"
"Melanocytic_Differentiation_REFERENCE_data_driven","DIP2B"
"Melanocytic_Differentiation_REFERENCE_data_driven","ZNF526"
"Melanocytic_Differentiation_REFERENCE_data_driven","TBC1D14"
"Melanocytic_Differentiation_REFERENCE_data_driven","ADGRA3"
"Melanocytic_Differentiation_REFERENCE_data_driven","FAM69C"
"Melanocytic_Differentiation_REFERENCE_data_driven","RGS20"
"Melanocytic_Differentiation_REFERENCE_data_driven","LAPTM4B"
"Melanocytic_Differentiation_REFERENCE_data_driven","VAT1"
"Melanocytic_Differentiation_REFERENCE_data_driven","USP54"
