"signature","gene","present"
"Melanocytic_differentiation","PMEL",TRUE
"Melanocytic_differentiation","MLANA",TRUE
"Melanocytic_differentiation","TYR",TRUE
"Melanocytic_differentiation","MITF",TRUE
"Melanocytic_differentiation","SOX10",TRUE
"Melanocytic_differentiation","DCT",TRUE
