"signature","gene","present"
"Myeloid_inflammatory","CXCL8",TRUE
"Myeloid_inflammatory","S100A8",TRUE
"Myeloid_inflammatory","S100A9",TRUE
"Myeloid_inflammatory","IL1B",TRUE
"Myeloid_inflammatory","TREM1",TRUE
"Myeloid_inflammatory","CXCL2",TRUE
"Myeloid_inflammatory","CXCL3",TRUE
"Myeloid_inflammatory","SPP1",TRUE
"Myeloid_inflammatory","LILRB2",TRUE
"Myeloid_inflammatory","FCGR3A",TRUE
"Myeloid_inflammatory","LYZ",TRUE
"Myeloid_inflammatory","TYROBP",TRUE
