Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,Dataset,Type,Path,Group,SourceFile,State,Direction,GeneSetVersion,NOM_p_val,FDR_q_val,FWER_p_val,Tag_percent,Gene_percent,StrategyRaw,StrategyCategory,Strategy,ComparisonType,PositiveReversal
prerank,Immune_cold_RESTORE_hybrid,0.495394047175384,1.20744312144732,0.22182254196642687,0.22182254196642687,0.185,10/32,9.01%,SIRPG;CD53;CD3G;RASAL3;IL21R;TIGIT;NCKAP1L;PRF1;PLEK;EPSTI1,E-MTAB-11058_UM_anti-PD-1+Entinostat_MP41-Cell-Line,Compound,/ICBcomb_image/GSEAimages/Immune_cold_RESTORE_hybrid202605033844/Compound/DrugControl/E-MTAB-11058_UM_anti-PD-1+Entinostat_MP41-Cell-Line.png,Drug vs. Control,ICBcomb_Immune_cold_RESTORE_hybrid_results.csv,immune-defective/cold,RESTORE,hybrid,0.221822541966427,0.221822541966427,0.185,10,9.01,prerank,Epigenetic therapy + ICB,Epigenetic therapy + ICB,Compound,TRUE
prerank,Immune_cold_RESTORE_hybrid,0.629453437424734,1.4446937816761298,0.01893095768374165,0.01893095768374165,0.017,13/31,13.24%,IL21R;VAV1;SERPINA1;GBP5;NCKAP1L;IL10RA;GBP2;HCST;TYMP;IL2RB;CD72;LCP1;CD8A,E-MTAB-11058_UM_anti-PD-1+Entinostat_UM22-Cell-Line,Compound,/ICBcomb_image/GSEAimages/Immune_cold_RESTORE_hybrid202605033844/Compound/DrugControl/E-MTAB-11058_UM_anti-PD-1+Entinostat_UM22-Cell-Line.png,Drug vs. Control,ICBcomb_Immune_cold_RESTORE_hybrid_results.csv,immune-defective/cold,RESTORE,hybrid,0.018930957683741603,0.018930957683741603,0.017,13,13.239999999999998,prerank,Epigenetic therapy + ICB,Epigenetic therapy + ICB,Compound,TRUE
prerank,Immune_cold_RESTORE_hybrid,0.402287026703916,1.2306283508683498,0.1856060606060606,0.1856060606060606,0.147,12/42,18.71%,IRF1;SNX20;TAGAP;TAP1;INPP5D;PSMB8;SP140;APOL3;CD6;CD27;IL12RB1;TYMP,GSE141444_Lymphoma_anti-PD-1+Ascorbic-Acid_Ly1-Cell-Line,Compound,/ICBcomb_image/GSEAimages/Immune_cold_RESTORE_hybrid202605033844/Compound/DrugControl/GSE141444_Lymphoma_anti-PD-1+Ascorbic-Acid_Ly1-Cell-Line.png,Drug vs. Control,ICBcomb_Immune_cold_RESTORE_hybrid_results.csv,immune-defective/cold,RESTORE,hybrid,0.185606060606061,0.185606060606061,0.14700000000000002,12,18.71,prerank,Ascorbic acid + ICB,Ascorbic acid + ICB,Compound,TRUE
prerank,Immune_cold_RESTORE_hybrid,0.6904731106825179,2.2198046589407303,0,0,0,34/86,13.20%,CXCL9;CXCL10;IDO1;SECTM1;IFIT1;IFIT3;IFNG;IFIT2;GBP1;CCL4;SERPINA1;CCR5;GBP5;IL32;SCIMP;CD2;GZMA;EPSTI1;FASLG;APOL3;PSMB8;TAP1;STAT1;TAP2;PLEK;LAG3;CXCR6;GZMB;TAGAP;SLAMF6;LCP1;B2M;CD8B;GBP2,GSE148476_CLL_anti-PD-1+Avadomide_CD3+T-Cells,Compound,/ICBcomb_image/GSEAimages/Immune_cold_RESTORE_hybrid202605033844/Compound/DrugControl/GSE148476_CLL_anti-PD-1+Avadomide_CD3+T-Cells.png,Drug vs. Control,ICBcomb_Immune_cold_RESTORE_hybrid_results.csv,immune-defective/cold,RESTORE,hybrid,0,0,0,34,13.2,prerank,Avadomide/IMiD + ICB,Avadomide/IMiD + ICB,Compound,TRUE
prerank,Immune_cold_RESTORE_hybrid,0.6904731106825179,2.2198046589407303,0,0,0,34/86,13.20%,CXCL9;CXCL10;IDO1;SECTM1;IFIT1;IFIT3;IFNG;IFIT2;GBP1;CCL4;SERPINA1;CCR5;GBP5;IL32;SCIMP;CD2;GZMA;EPSTI1;FASLG;APOL3;PSMB8;TAP1;STAT1;TAP2;PLEK;LAG3;CXCR6;GZMB;TAGAP;SLAMF6;LCP1;B2M;CD8B;GBP2,GSE148476_CLL_anti-PD-L1+Avadomide_CD3+T-Cells,Compound,/ICBcomb_image/GSEAimages/Immune_cold_RESTORE_hybrid202605033844/Compound/DrugControl/GSE148476_CLL_anti-PD-L1+Avadomide_CD3+T-Cells.png,Drug vs. Control,ICBcomb_Immune_cold_RESTORE_hybrid_results.csv,immune-defective/cold,RESTORE,hybrid,0,0,0,34,13.2,prerank,Avadomide/IMiD + ICB,Avadomide/IMiD + ICB,Compound,TRUE
prerank,Myeloid_Treg_SUPPRESS_hybrid,0.6737563413571458,2.20801802398654,0,0,0,39/65,14.74%,SPP1;LILRB2;CCR8;ENTPD1;TNFAIP8L2;SERPINA1;LYZ;HCK;CCL3;DAPP1;IL1B;S100A9;CD14;IL32;S100A8;IL2RA;CXCL8;RFTN1;LCP1;GZMB;TNFAIP8;TMEM176B;PLEK;TAGAP;IL15RA;PIK3AP1;PTPRC;FCER1G;ITGB2;FAM107B;AIF1;SRGN;CD3D;FCGR3A;IKZF2;RBM47;CSF2RB;LAPTM5;DOK2,GSE148476_CLL_anti-PD-1+Avadomide_CD3+T-Cells,Compound,/ICBcomb_image/GSEAimages/Myeloid_Treg_SUPPRESS_hybrid202605031166/Compound/CombinationControl/GSE148476_CLL_anti-PD-1+Avadomide_CD3+T-Cells.png,Combination vs. Control,ICBcomb_Myeloid_Treg_SUPPRESS_hybrid_results.csv,myeloid–Treg immunosuppressive,SUPPRESS,hybrid,0,0,0,39,14.739999999999998,prerank,Avadomide/IMiD + ICB,Avadomide/IMiD + ICB,Compound,TRUE
prerank,Myeloid_Treg_SUPPRESS_hybrid,-0.436560158895336,-1.3498196137320198,0.07109004739336493,0.07109004739336493,0.07109004739336493,10/62,3.48%,SPP1;LYZ;C1QC;C1QB;HCK;CD14;HK3;TMEM176B;CSF2RB;CYBB,GSE157893_HCC_anti-PD-1+IL-15_CD8+T-Cells,Compound,/ICBcomb_image/GSEAimages/Myeloid_Treg_SUPPRESS_hybrid202605031166/Compound/CombinationControl/GSE157893_HCC_anti-PD-1+IL-15_CD8+T-Cells.png,Combination vs. Control,ICBcomb_Myeloid_Treg_SUPPRESS_hybrid_results.csv,myeloid–Treg immunosuppressive,SUPPRESS,hybrid,0.0710900473933649,0.0710900473933649,0.0710900473933649,10,3.48,prerank,Cytokine/IL-15 + ICB,Cytokine/IL-15 + ICB,Compound,FALSE
prerank,Myeloid_Treg_SUPPRESS_hybrid,0.714405543656982,2.1158889805934895,0,0,0,34/63,13.14%,SPP1;LILRB2;HCK;TNFAIP8L2;ENTPD1;CCL3;LYZ;IL1B;TMEM176B;CCR8;CXCL8;IL32;CD14;DAPP1;S100A9;TMEM176A;AIF1;GZMB;RFTN1;TNFAIP8;FCER1G;PLEK;PIK3AP1;LST1;IL15RA;SRGN;IL2RA;TAGAP;LCP1;RBM47;FCGR3A;LAPTM5;CSF2RB;CD3D,GSE148476_CLL_anti-PD-L1+Avadomide_CD3+T-Cells,Compound,/ICBcomb_image/GSEAimages/Myeloid_Treg_SUPPRESS_hybrid202605031166/Compound/CombinationControl/GSE148476_CLL_anti-PD-L1+Avadomide_CD3+T-Cells.png,Combination vs. Control,ICBcomb_Myeloid_Treg_SUPPRESS_hybrid_results.csv,myeloid–Treg immunosuppressive,SUPPRESS,hybrid,0,0,0,34,13.139999999999999,prerank,Avadomide/IMiD + ICB,Avadomide/IMiD + ICB,Compound,TRUE
prerank,Myeloid_Treg_SUPPRESS_hybrid,0.47973320779103695,1.4523524817672702,0.03795811518324607,0.03795811518324607,0.029,30/65,19.51%,ENTPD1;LILRB2;TNFAIP8L2;CCR8;DAPP1;S100A9;CCL3;CD14;HCK;LYZ;IL1B;RFTN1;CSF2RB;PIK3AP1;RBM47;PLEK;LAPTM5;IL2RA;IL32;TAGAP;SERPINA1;TNFAIP8;AIF1;PTPRC;LCP1;TMEM176B;CXCL8;SNX20;FAM107B;IKZF2,GSE148476_CLL_anti-PD-1+Avadomide_CD3+T-Cells,Compound,/ICBcomb_image/GSEAimages/Myeloid_Treg_SUPPRESS_hybrid202605031166/Compound/CombinationICB/GSE148476_CLL_anti-PD-1+Avadomide_CD3+T-Cells.png,Combination vs. ICB,ICBcomb_Myeloid_Treg_SUPPRESS_hybrid_results.csv,myeloid–Treg immunosuppressive,SUPPRESS,hybrid,0.037958115183246106,0.037958115183246106,0.028999999999999998,30,19.51,prerank,Avadomide/IMiD + ICB,Avadomide/IMiD + ICB,Compound,TRUE
prerank,Myeloid_Treg_SUPPRESS_hybrid,0.667917037478,1.9787325123848098,0,0,0,33/63,15.69%,HCK;TNFAIP8L2;ENTPD1;LYZ;CD14;IL1B;TMEM176B;LILRB2;CCL3;TMEM176A;IL32;DAPP1;RFTN1;FCER1G;AIF1;PIK3AP1;RBM47;TNFRSF18;SPP1;CXCL8;CSF2RB;IL15RA;PLEK;TAGAP;SNX20;TNFAIP8;LST1;LAPTM5;LCP1;FAM107B;S100A9;IL2RA;SRGN,GSE148476_CLL_anti-PD-L1+Avadomide_CD3+T-Cells,Compound,/ICBcomb_image/GSEAimages/Myeloid_Treg_SUPPRESS_hybrid202605031166/Compound/CombinationICB/GSE148476_CLL_anti-PD-L1+Avadomide_CD3+T-Cells.png,Combination vs. ICB,ICBcomb_Myeloid_Treg_SUPPRESS_hybrid_results.csv,myeloid–Treg immunosuppressive,SUPPRESS,hybrid,0,0,0,33,15.69,prerank,Avadomide/IMiD + ICB,Avadomide/IMiD + ICB,Compound,TRUE
prerank,Myeloid_Treg_SUPPRESS_hybrid,0.2836148027322741,0.9569026671805921,0.6011904761904762,0.6011904761904762,0.101,34/65,21.04%,HCK;SERPINA1;TMEM176B;TNFRSF18;IL1B;IL2RA;CCR8;CCL3;LCP1;RFTN1;FCER1G;DAPP1;GZMB;TIGIT;DOK2;FOXP3;ITGB2;IL15RA;IKZF2;TAGAP;PTPRC;PTPN22;ENTPD1;IL32;CD247;TNFAIP8L2;CTSC;PTPN6;TYROBP;SIT1;SNX20;PLEK;CD3D;RGL4,GSE148476_CLL_anti-PD-1+Avadomide_CD3+T-Cells,Compound,/ICBcomb_image/GSEAimages/Myeloid_Treg_SUPPRESS_hybrid202605031166/Compound/CombinationDrug/GSE148476_CLL_anti-PD-1+Avadomide_CD3+T-Cells.png,Combination vs. Drug,ICBcomb_Myeloid_Treg_SUPPRESS_hybrid_results.csv,myeloid–Treg immunosuppressive,SUPPRESS,hybrid,0.6011904761904762,0.6011904761904762,0.101,34,21.04,prerank,Avadomide/IMiD + ICB,Avadomide/IMiD + ICB,Compound,TRUE
prerank,Myeloid_Treg_SUPPRESS_hybrid,0.355959899400261,1.1041402603682502,0.29754601226993865,0.29754601226993865,0.194,24/64,25.62%,HCK;TMEM176B;TNFRSF18;IL1B;CCL3;HCST;FCER1G;CD300LF;AIF1;GZMB;LST1;RGL4;IL32;CXCL8;SLC7A7;MNDA;SRGN;TYROBP;TNFAIP8L2;DOK2;CD52;NCF4;IL15RA;SERPINA1,GSE148476_CLL_anti-PD-L1+Avadomide_CD3+T-Cells,Compound,/ICBcomb_image/GSEAimages/Myeloid_Treg_SUPPRESS_hybrid202605031166/Compound/CombinationDrug/GSE148476_CLL_anti-PD-L1+Avadomide_CD3+T-Cells.png,Combination vs. Drug,ICBcomb_Myeloid_Treg_SUPPRESS_hybrid_results.csv,myeloid–Treg immunosuppressive,SUPPRESS,hybrid,0.29754601226993904,0.29754601226993904,0.194,24,25.62,prerank,Avadomide/IMiD + ICB,Avadomide/IMiD + ICB,Compound,TRUE
prerank,Myeloid_Treg_SUPPRESS_hybrid,0.6141579651469058,2.40569751689909,0,0,0,37/65,14.87%,SPP1;S100A8;SERPINA1;LYZ;HCK;IL32;TYROBP;CD48;GZMB;CCL3;IL1B;CXCL8;CCR8;IL2RA;CD3D;FCGR3A;HCST;STK17B;TMEM176A;ITGB2;DAPP1;LCP1;TIGIT;FCER1G;SIT1;TMEM176B;FOXP3;IL15RA;TNFAIP8;CTSC;DOK2;SRGN;CD52;CD14;LILRB2;CD53;TNFAIP8L2,GSE148476_CLL_anti-PD-1+Avadomide_CD3+T-Cells,Compound,/ICBcomb_image/GSEAimages/Myeloid_Treg_SUPPRESS_hybrid202605031166/Compound/ICBControl/GSE148476_CLL_anti-PD-1+Avadomide_CD3+T-Cells.png,ICB vs. Control,ICBcomb_Myeloid_Treg_SUPPRESS_hybrid_results.csv,myeloid–Treg immunosuppressive,SUPPRESS,hybrid,0,0,0,37,14.870000000000001,prerank,Avadomide/IMiD + ICB,Avadomide/IMiD + ICB,Compound,TRUE
prerank,Myeloid_Treg_SUPPRESS_hybrid,0.5956128632532509,1.8956004829843198,0,0,0,32/62,22.93%,SPP1;CCR8;LILRB2;CXCL8;S100A9;CCL3;CD48;ITGB2;RGL4;TYROBP;DOK2;CD3D;AIF1;FCGR3A;IL1B;TNFAIP8;SRGN;IL32;HCST;CD247;DAPP1;TNFAIP8L2;IL2RA;STK17B;SIT1;CD52;ENTPD1;IKZF2;CTSC;LST1;HCK;PLEK,GSE148476_CLL_anti-PD-L1+Avadomide_CD3+T-Cells,Compound,/ICBcomb_image/GSEAimages/Myeloid_Treg_SUPPRESS_hybrid202605031166/Compound/ICBControl/GSE148476_CLL_anti-PD-L1+Avadomide_CD3+T-Cells.png,ICB vs. Control,ICBcomb_Myeloid_Treg_SUPPRESS_hybrid_results.csv,myeloid–Treg immunosuppressive,SUPPRESS,hybrid,0,0,0,32,22.93,prerank,Avadomide/IMiD + ICB,Avadomide/IMiD + ICB,Compound,TRUE
prerank,Myeloid_Treg_SUPPRESS_hybrid,0.7013462202769488,1.67769038694087,0.0048602673147023,0.0048602673147023,0.004,10/22,13.16%,SPP1;CXCL8;CSF2RB;CD53;BIN2;PTPRC;ST8SIA4;IL15RA;CYBB;RBM47,E-MTAB-11058_UM_anti-PD-1+Entinostat_92-1-Cell-Line,Compound,/ICBcomb_image/GSEAimages/Myeloid_Treg_SUPPRESS_hybrid202605031166/Compound/DrugControl/E-MTAB-11058_UM_anti-PD-1+Entinostat_92-1-Cell-Line.png,Drug vs. Control,ICBcomb_Myeloid_Treg_SUPPRESS_hybrid_results.csv,myeloid–Treg immunosuppressive,SUPPRESS,hybrid,0.0048602673147022995,0.0048602673147022995,0.004,10,13.16,prerank,Epigenetic therapy + ICB,Epigenetic therapy + ICB,Compound,TRUE
prerank,Myeloid_Treg_SUPPRESS_hybrid,0.588775339144292,1.43500791477668,0.04710144927536232,0.04710144927536232,0.039,9/29,9.90%,CYBB;MNDA;CD53;DAPP1;TIGIT;BIN2;CXCL8;PLEK;ST8SIA4,E-MTAB-11058_UM_anti-PD-1+Entinostat_MP41-Cell-Line,Compound,/ICBcomb_image/GSEAimages/Myeloid_Treg_SUPPRESS_hybrid202605031166/Compound/DrugControl/E-MTAB-11058_UM_anti-PD-1+Entinostat_MP41-Cell-Line.png,Drug vs. Control,ICBcomb_Myeloid_Treg_SUPPRESS_hybrid_results.csv,myeloid–Treg immunosuppressive,SUPPRESS,hybrid,0.047101449275362306,0.047101449275362306,0.039,9,9.9,prerank,Epigenetic therapy + ICB,Epigenetic therapy + ICB,Compound,TRUE
prerank,Myeloid_Treg_SUPPRESS_hybrid,0.738395619831779,1.6338458107037501,0,0,0,17/25,22.54%,SERPINA1;BIN2;PIK3AP1;CD14;TMEM176B;TREM1;SRGN;HCST;ST8SIA4;LCP1;RBM47;ITGB2;IL1B;CXCL8;IKZF2;FAM107B;ENTPD1,E-MTAB-11058_UM_anti-PD-1+Entinostat_UM22-Cell-Line,Compound,/ICBcomb_image/GSEAimages/Myeloid_Treg_SUPPRESS_hybrid202605031166/Compound/DrugControl/E-MTAB-11058_UM_anti-PD-1+Entinostat_UM22-Cell-Line.png,Drug vs. Control,ICBcomb_Myeloid_Treg_SUPPRESS_hybrid_results.csv,myeloid–Treg immunosuppressive,SUPPRESS,hybrid,0,0,0,17,22.54,prerank,Epigenetic therapy + ICB,Epigenetic therapy + ICB,Compound,TRUE
prerank,Myeloid_Treg_SUPPRESS_hybrid,0.464553366080292,1.3213271976158099,0.12433862433862432,0.12433862433862432,0.094,6/31,8.99%,ITGB2;CYBB;NCF4;SNX20;TAGAP;ST8SIA4,GSE141444_Lymphoma_anti-PD-1+Ascorbic-Acid_Ly1-Cell-Line,Compound,/ICBcomb_image/GSEAimages/Myeloid_Treg_SUPPRESS_hybrid202605031166/Compound/DrugControl/GSE141444_Lymphoma_anti-PD-1+Ascorbic-Acid_Ly1-Cell-Line.png,Drug vs. Control,ICBcomb_Myeloid_Treg_SUPPRESS_hybrid_results.csv,myeloid–Treg immunosuppressive,SUPPRESS,hybrid,0.12433862433862401,0.12433862433862401,0.094,6,8.99,prerank,Ascorbic acid + ICB,Ascorbic acid + ICB,Compound,TRUE
