"gene","spearman_rho","p_value","fdr"
"GPBAR1",0.62275293071356,1.37411102264795e-05,0.000223952638347983
"OASL",0.622648083623694,1.38004506091138e-05,0.000224724525153095
"ECM2",0.62212543554007,1.40997695037348e-05,0.000229200672548146
"XAF1",0.62212543554007,1.40997695037348e-05,0.000229200672548146
"SH2D3C",0.621951219512195,1.4200855665921e-05,0.000230444508163505
"TBC1D2",0.621951219512195,1.4200855665921e-05,0.000230444508163505
"SERPINB1",0.621602787456446,1.44050211866172e-05,0.000233353879481652
"TNNI2",0.621411175010641,1.45184392345249e-05,0.000234583463910812
"ISG15",0.620905923344948,1.48214356516565e-05,0.000238861951365485
"PDE6B",0.620383275261324,1.5140945599479e-05,0.00024317551241492
"NAP1L2",0.620317137836559,1.5181823554443e-05,0.000243623462838149
"CD1C",0.620236073588025,1.5232065191735e-05,0.000244220778574151
"MYL9",0.620034843205575,1.53574412887503e-05,0.000245601228589657
"ARPC4",0.619860627177701,1.54667481927059e-05,0.000247138611028084
"CLC",0.619436140545903,1.57360677994928e-05,0.000250801100977643
"PLCB2",0.618989547038328,1.6024040231948e-05,0.000254957566336821
"TDO2",0.618989547038328,1.6024040231948e-05,0.000254957566336821
"PNOC",0.618917466961321,1.60709682796402e-05,0.000255487537252348
"CYR61",0.618815331010453,1.6137679698019e-05,0.000256113987694703
"RAB8B",0.618641114982579,1.62520561372453e-05,0.00025749351442448
"CYFIP2",0.618466898954704,1.63671738597136e-05,0.000259098577581744
"TBXAS1",0.618292682926829,1.64830371977844e-05,0.000260273817166025
"S100A9",0.618118466898955,1.659965050619e-05,0.000261674658693798
"ENPP4",0.61794425087108,1.67170181621337e-05,0.00026308267089217
"MPO",0.617695497886345,1.68859168659927e-05,0.000265517950116645
"DHRS3",0.617595818815331,1.69540341383969e-05,0.000266142867282165
"UBE2L6",0.617595818815331,1.69540341383969e-05,0.000266142867282165
"CCL3L3",0.617429252512498,1.7068421074599e-05,0.000266904479659481
"DGKA",0.617421602787457,1.70736913263701e-05,0.000266904479659481
"TNFRSF8",0.616906376645868,1.7432100505514e-05,0.000272280410810106
"DTHD1",0.616821122847151,1.74920652520481e-05,0.000272989727174019
"FMNL3",0.616724738675958,1.75600859346883e-05,0.000273560216748843
"SMPD3",0.616707370858194,1.75723685261664e-05,0.000273560216748843
"XCR1",0.616120587784293,1.79919905183736e-05,0.000278704995981974
"RSAD2",0.615444924143174,1.84865129654347e-05,0.000285657740295379
"C12orf75",0.614982578397213,1.88320359034239e-05,0.000290279508227058
"GALNT6",0.614634146341464,1.90963190821843e-05,0.000293629384969423
"KCNE3",0.61411149825784,1.94991068360939e-05,0.000299577186845443
"GP1BA",0.613573130267693,1.99221173816845e-05,0.000305325980361944
"ITGAX",0.613240418118467,2.01877154564478e-05,0.000308640060511413
"KCNMA1",0.613066202090592,2.03280763984184e-05,0.000309524663277542
"RGL1",0.613066202090592,2.03280763984184e-05,0.000309524663277542
"RAB42",0.612891986062718,2.04693288583481e-05,0.000311422660222021
"TOR3A",0.611672473867596,2.14834901521021e-05,0.00032579530457824
"ATOX1",0.611324041811847,2.17815691803135e-05,0.000328193137553012
"C4A",0.611324041811847,2.17815691803135e-05,0.000328193137553012
"SH3TC1",0.611324041811847,2.17815691803135e-05,0.000328193137553012
"UBE2E2",0.611324041811847,2.17815691803135e-05,0.000328193137553012
"FCGR2B",0.611149825783972,2.1932021544945e-05,0.000329665698847454
"NFYB",0.611149825783972,2.1932021544945e-05,0.000329665698847454
"TGFB1",0.611149825783972,2.1932021544945e-05,0.000329665698847454
"FPR2",0.611089333738764,2.19844839694215e-05,0.00033018969958557
"FCHO1",0.610949457931805,2.21062322932094e-05,0.00033148745930321
"C2CD2",0.609756097560976,2.31702618883289e-05,0.000346216836569364
"DCN",0.609756097560976,2.31702618883289e-05,0.000346216836569364
"IGFBP4",0.609756097560976,2.31702618883289e-05,0.000346216836569364
"CARD9",0.609744547411649,2.31807850488364e-05,0.000346216836569364
"CLMP",0.609581881533101,2.3329451854687e-05,0.000347606979620391
"PLPP3",0.609581881533101,2.3329451854687e-05,0.000347606979620391
"BLK",0.609477418344364,2.3425383642495e-05,0.000348759342658384
"SMPDL3A",0.609434209385088,2.34651690146367e-05,0.000348885323033474
"ST6GALNAC4",0.608710801393728,2.41404924669251e-05,0.000357702605203039
"TLR10",0.608642629905365,2.42050391928997e-05,0.000358375951238836
"PARP8",0.608188153310105,2.4639394838302e-05,0.000362802517874181
"REC8",0.608188153310105,2.4639394838302e-05,0.000362802517874181
"MOB3A",0.60801393728223,2.48077766182799e-05,0.000364995358103775
"SLC1A3",0.607839721254355,2.49772086388579e-05,0.0003669126521976
"IFI35",0.607665505226481,2.51476967908884e-05,0.000368839440266049
"FUOM",0.607142857142857,2.56655573809855e-05,0.000374968996035754
"CSGALNACT2",0.60690796695053,2.59014520710567e-05,0.000378120886693348
"HLA-DQB1",0.606794425087108,2.60161877443119e-05,0.000379500517803692
"VSIG4",0.606620209059234,2.61931380293521e-05,0.000381784830064193
"APOL2",0.606271777003484,2.65503392908237e-05,0.000386690849966275
"MCTP2",0.605506194938776,2.73508610527717e-05,0.000397116720192681
"DRAP1",0.605226480836237,2.7648793540769e-05,0.000400203486135252
"SCARF1",0.605226480836237,2.7648793540769e-05,0.000400203486135252
"SPARCL1",0.605052264808362,2.78358506257157e-05,0.000402290232579199
"CEBPD",0.604878048780488,2.80240621328056e-05,0.000404076388585165
"TNFRSF10A",0.604878048780488,2.80240621328056e-05,0.000404076388585165
"IL7",0.604809209390645,2.80987512778752e-05,0.000404842146867636
"SLC25A28",0.604703832752613,2.82134344638841e-05,0.000405871025389572
"TIFAB",0.604410836825595,2.85345558248117e-05,0.000410176040396661
"TRABD2A",0.604286470229546,2.86718663192666e-05,0.000411834257490905
"CNR2",0.604194585913178,2.87737008624977e-05,0.000412980760887218
"TMPRSS3",0.604078149817239,2.8903220048159e-05,0.000414522557250317
"SPIC",0.603546109663348,2.95018386449998e-05,0.000421496565987472
"LIME1",0.603160689121405,2.99425324496011e-05,0.000427142179636553
"CR1L",0.602955419060345,3.01796838611764e-05,0.000429871442332429
"MSR1",0.602264808362369,3.09901936909583e-05,0.000440079518129211
"HSF5",0.601600680913857,3.17883031734418e-05,0.000449710994894868
"WNT10A",0.601420386126432,3.20081830496216e-05,0.000452139688123383
"TGFB3",0.600871080139373,3.2686673048371e-05,0.000461029548657437
"GCNT3",0.600766925735504,3.28167919056279e-05,0.000462517054363391
"FCHSD2",0.600461693152003,3.32008408495452e-05,0.000466178572976511
"FCAR",0.600183415104256,3.35545422606452e-05,0.000470792564149172
"ZNF683",0.599759245359402,3.41002917405997e-05,0.000477735155161994
"CXCL10",0.599477351916376,3.44674481067048e-05,0.00048179944786414
"NLRP7",0.599372564955831,3.46048458686052e-05,0.000483359868688879
"BLOC1S2",0.598954703832753,3.51577304485124e-05,0.000490352316344717
"C9orf72",0.597909407665505,3.6576244802954e-05,0.000507495396640987
"EPHB2",0.597735191637631,3.68176724575791e-05,0.000510090633406001
"FGF7",0.597560975609756,3.70605517930315e-05,0.000513076672387807
"TNFRSF17",0.597295466550278,3.74335150046207e-05,0.000517476277060928
"STON2",0.597212543554007,3.75506968537258e-05,0.000518713933931548
"STAT1",0.597038327526133,3.77979783451799e-05,0.000521745603956755
"LPAR1",0.596864111498258,3.80467430501795e-05,0.000523254290966508
"CD82",0.596689895470383,3.82969989450516e-05,0.000525924892540427
"OAS1",0.596515679442509,3.85487540436784e-05,0.000528994935702534
"LITAF",0.596341463414634,3.88020163976454e-05,0.000531692494962331
"TNFRSF11B",0.596341463414634,3.88020163976454e-05,0.000531692494962331
"F3",0.59616724738676,3.90567940963903e-05,0.000534013411409756
"PSME1",0.59616724738676,3.90567940963903e-05,0.000534013411409756
"HOPX",0.595993031358885,3.93130952673538e-05,0.000536735337787693
"CD1E",0.595815396449671,3.95760032637003e-05,0.000539931814708184
"TSHZ2",0.595644599303136,3.98303007266102e-05,0.000542611918177547
"SNCG",0.595595023461436,3.99043917760799e-05,0.000543226767291352
"ARPC3",0.595470383275261,4.00912214611482e-05,0.000544190465549695
"S100A8",0.595470383275261,4.00912214611482e-05,0.000544190465549695
"NHS",0.595296167247387,4.03536985606973e-05,0.000546961727818006
"GJA4",0.595121951219512,4.06177403449694e-05,0.000549746169647389
"SLC38A5",0.595121951219512,4.06177403449694e-05,0.000549746169647389
"KLRD1",0.595060761050534,4.07108530046707e-05,0.00055060915033498
"PGD",0.594947735191638,4.08833551725864e-05,0.000552146047287651
"GPR160",0.594773519163763,4.11505514412318e-05,0.000554955567567267
"MATK",0.594286406887256,4.19061030059628e-05,0.000563524434615667
"MCL1",0.594076655052265,4.22353202555589e-05,0.000566327643083652
"RAP1A",0.594076655052265,4.22353202555589e-05,0.000566327643083652
"NUGGC",0.593992311024536,4.23683657191177e-05,0.000567705837517806
"PDE6G",0.593897348641375,4.25186174932703e-05,0.000568500887780654
"INSL3",0.593719653503267,4.28010754350164e-05,0.000571869924562302
"NLRP2",0.593289539214126,4.34918586967357e-05,0.000579860538231744
"ATG16L2",0.592508710801394,4.47719070612757e-05,0.000593971856126217
"GBP4",0.592508710801394,4.47719070612757e-05,0.000593971856126217
"GEM",0.592160278745645,4.53541001454086e-05,0.000598893775622418
"OSTF1",0.592160278745645,4.53541001454086e-05,0.000598893775622418
"TVP23A",0.592152969215631,4.53663870760411e-05,0.000598893775622418
"BTBD11",0.591740730363189,4.60642639586736e-05,0.000605974423282439
"SLAMF7",0.591637630662021,4.6240321912298e-05,0.000607438514532772
"CHIT1",0.59128182890279,4.68526213619654e-05,0.000615051311496927
"CLEC9A",0.59088400379439,4.75459722359022e-05,0.00062319862334021
"POU2AF1",0.59084972929213,4.76061425047455e-05,0.00062319862334021
"THBS1",0.590766550522648,4.77524545128132e-05,0.000624678029432262
"NEXN",0.590418118466899,4.83698079450662e-05,0.000630993899333447
"RPS6KA1",0.590243902439025,4.86812009321436e-05,0.000634614766008396
"PVALB",0.590011037654897,4.91002717866642e-05,0.00063963333225419
"ARHGAP22",0.589547038327526,4.99451038060053e-05,0.000648387683250418
"GZMM",0.589179799304284,5.06231131663234e-05,0.000656735117487594
"APOBEC3D",0.589024390243903,5.09125484399214e-05,0.000660033514985823
"MS4A1",0.588894530020005,5.11555552570728e-05,0.000662725870902921
"LAMP5",0.588675958188153,5.15669518693521e-05,0.000667594513538423
"CRISPLD2",0.588501742160279,5.18970152807132e-05,0.000671404213552343
"STK4",0.58815331010453,5.25629152705322e-05,0.000678615091231875
"CCL13",0.587830480979213,5.31868125001853e-05,0.00068589629036982
"ACRBP",0.587804878048781,5.32365797099237e-05,0.00068589629036982
"PRTFDC1",0.587804878048781,5.32365797099237e-05,0.00068589629036982
"KCNA5",0.587656082911415,5.35266485233497e-05,0.000689160191935153
"EBI3",0.587620101268771,5.35970084985844e-05,0.000689592786299688
"CARD16",0.586933797909408,5.49552430595378e-05,0.000704651677753841
"TTC9",0.586933797909408,5.49552430595378e-05,0.000704651677753841
"THBD",0.586759581881533,5.53049725089181e-05,0.000708651625201362
"COLEC12",0.586585365853659,5.56567250768514e-05,0.000712185883844921
"TMEM2",0.586585365853659,5.56567250768514e-05,0.000712185883844921
"GNAI2",0.586411149825784,5.60105112249993e-05,0.000716224389958938
"FGD5",0.586062717770035,5.67242263444343e-05,0.000723870586391322
"SIAH2",0.585714285714286,5.7446202506383e-05,0.000730103870472384
"PHACTR2",0.585017421602788,5.89152803334984e-05,0.000745743416852966
"BTNL8",0.584898045237123,5.91703404440516e-05,0.000748466902488176
"HDAC7",0.58397212543554,6.11830150320071e-05,0.000770807373395179
"SH3BP1",0.58397212543554,6.11830150320071e-05,0.000770807373395179
"TNFSF13",0.583797909407666,6.15685927580643e-05,0.000775144450703711
"NXPE3",0.583623693379791,6.19563779826533e-05,0.000777938215914721
"OTUD1",0.583623693379791,6.19563779826533e-05,0.000777938215914721
"CACNA1I",0.583535985382874,6.21524450795067e-05,0.000779878071736767
"TLE4",0.583449477351916,6.23463819931187e-05,0.000780744846334388
"TNFRSF6B",0.583260901704463,6.27710455539521e-05,0.000784491701230238
"RUFY4",0.58323526615052,6.28289781660652e-05,0.000784692943686562
"MYCL",0.583101045296167,6.31330917723016e-05,0.000786919381100734
"ABCG1",0.582404181184669,6.47336390006696e-05,0.00080154345479443
"PLAUR",0.582404181184669,6.47336390006696e-05,0.00080154345479443
"ZNF154",0.582404181184669,6.47336390006696e-05,0.00080154345479443
"MARCH1",0.58205574912892,6.55476615054381e-05,0.000810018828840918
"PARP14",0.581707317073171,6.63709746775298e-05,0.000816963985548413
"PREX1",0.581707317073171,6.63709746775298e-05,0.000816963985548413
"TCF4",0.581707317073171,6.63709746775298e-05,0.000816963985548413
"DDAH2",0.581358885017422,6.72036731086305e-05,0.000826129556910092
"PSTPIP2",0.580662020905923,6.88976083032317e-05,0.000844738715137467
"STAMBPL1",0.580313588850174,6.97590384571534e-05,0.000853070275370105
"TRIM21",0.580313588850174,6.97590384571534e-05,0.000853070275370105
"NCOA4",0.5801393728223,7.01934118967141e-05,0.000856706710325608
"SKIL",0.5801393728223,7.01934118967141e-05,0.000856706710325608
"ZFP36",0.579965156794425,7.06302406632898e-05,0.000861477688298214
"IGLL5",0.579790940766551,7.10695371383186e-05,0.00086627254527467
"NAALADL1",0.57971772965793,7.12548828595118e-05,0.000867967758156871
"TMEM244",0.579616858774501,7.15109729131785e-05,0.000869961566002704
"PPARG",0.579268292682927,7.24023574429655e-05,0.00087852252475588
"SP100",0.579094076655052,7.28516496535062e-05,0.000883402776890836
"C5AR2",0.578596629321863,7.4148506390543e-05,0.000897967612253194
"CPZ",0.578498004948701,7.44080988382053e-05,0.000899949404323594
"PML",0.578397212543554,7.46742501984686e-05,0.00090200531839863
"TRPM2",0.578335293897598,7.48381802326204e-05,0.000903403747093775
"CNN2",0.57822299651568,7.51363222253665e-05,0.000905836933564043
"RBM38",0.57822299651568,7.51363222253665e-05,0.000905836933564043
"DEDD2",0.578048780487805,7.5600988789689e-05,0.000910268901608329
"NRP1",0.578048780487805,7.5600988789689e-05,0.000910268901608329
"ANO9",0.577766293092775,7.63599828416826e-05,0.000918228793671233
"ANPEP",0.577700348432056,7.65381575419449e-05,0.000919192892016225
"ACP2",0.576829268292683,7.89273999744347e-05,0.000944862218328284
"EGFL6",0.576655052264809,7.94132951964542e-05,0.000949200367535552
"FAM129C",0.57661388615283,7.95285049119836e-05,0.000949200367535552
"NT5E",0.576132404181185,8.0887315838655e-05,0.000963406449407829
"RRAS",0.576132404181185,8.0887315838655e-05,0.000963406449407829
"LYSMD2",0.57595818815331,8.13841462516381e-05,0.00096809460972383
"ATG3",0.575634827846864,8.23136540813772e-05,0.000976056786923234
"TOR4A",0.575261324041812,8.33992840705657e-05,0.000987058151343686
"NBEAL2",0.575087108013937,8.39100917010933e-05,0.000992477560038341
"CASP8",0.574912891986063,8.44237364636702e-05,0.000997295259648608
"TRIM8",0.574912891986063,8.44237364636702e-05,0.000997295259648608
"GHRL",0.574790228217819,8.47870982490601e-05,0.00100095731658535
"KCNK6",0.574738675958188,8.49402323938084e-05,0.00100213447765752
"AKAP5",0.574676597957894,8.51249658659876e-05,0.00100368273707106
"UBA7",0.574564459930314,8.54595935871546e-05,0.0010063631613945
"METTL24",0.574432288221291,8.58555352185357e-05,0.00100997697417174
"OAS2",0.574390243902439,8.59818341997055e-05,0.00100997697417174
"ABTB1",0.574216027874565,8.65069684480168e-05,0.00101487443471942
"KIF21B",0.574216027874565,8.65069684480168e-05,0.00101487443471942
"PADI4",0.574076466326378,8.69297418268476e-05,0.00101915715606873
"DERL3",0.57404181184669,8.70350106094202e-05,0.00101915715606873
"ASCL2",0.573507679715561,8.86722207445689e-05,0.00103703378363302
"MCEMP1",0.573285616704479,8.93610660507119e-05,0.00104378844212036
"TMEM100",0.573159095804474,8.97557041565121e-05,0.001047094063602
"DDAH1",0.572822299651568,9.08139394632417e-05,0.00105746659862877
"CD160",0.572772188949156,9.0972353909879e-05,0.00105816143968139
"CHST4",0.572767740779585,9.09864279655676e-05,0.00105816143968139
"FAM92B",0.572442451059436,9.20210163607145e-05,0.00106754622505296
"CHN1",0.572299651567944,9.24785523396605e-05,0.00107086738477759
"F13A1",0.57212543554007,9.30395414455235e-05,0.00107537200121785
"SDS",0.57212543554007,9.30395414455235e-05,0.00107537200121785
"SH2B3",0.571951219512195,9.36036146112387e-05,0.00108122549660851
"SCPEP1",0.571602787456446,9.47410735342865e-05,0.00109100540112319
"P2RX4",0.571428571428572,9.53144896574145e-05,0.00109559099968348
"S1PR3",0.571428571428572,9.53144896574145e-05,0.00109559099968348
"TSPAN32",0.571100958295432,9.64013278378721e-05,0.00110740508812654
"GAPT",0.570905923344948,9.70536682175174e-05,0.00111353502268649
"HNRNPF",0.570731707317073,9.76397558292664e-05,0.00111957468190783
"SULF2",0.570383275261324,9.8821566323729e-05,0.00113174222385032
"SMIM3",0.57020905923345,9.9417320479745e-05,0.00113648355568527
"GINM1",0.570034843205575,0.000100016328200058,0.00114124470845796
"KCTD17",0.570034843205575,0.000100016328200058,0.00114124470845796
"PTGDS",0.570034843205575,0.000100016328200058,0.00114124470845796
"CYYR1",0.569686411149826,0.000101224167605257,0.00115292298731452
"OSBPL11",0.569686411149826,0.000101224167605257,0.00115292298731452
"TMIGD2",0.569640065743657,0.000101385816130069,0.00115399715986862
"KIAA1551",0.569512195121951,0.000101833031091933,0.00115774898803247
"GRK5",0.569337979094077,0.000102445211746941,0.00116329886632014
"SGPP2",0.569137095116103,0.000103155240020845,0.00116853209393178
"AQP9",0.568815331010453,0.000104301817736898,0.00118009517426204
"ERAP1",0.568466898954704,0.000105556437279324,0.00119069946297224
"TTC22",0.568372427708669,0.000105898953528202,0.00119384523391559
"HDC",0.568320151858948,0.000106088918048935,0.0011943271567434
"GGT5",0.568292682926829,0.000106188860729739,0.0011943271567434
"PTGDR",0.568284999247247,0.000106216832214742,0.0011943271567434
"PACSIN1",0.568273134768408,0.000106260036494735,0.0011943271567434
"DUSP5",0.568118466898955,0.000106824715242899,0.0011992368840464
"OGFRL1",0.567595818815331,0.000108753030934601,0.00121796901928488
"PCNX2",0.567471036215506,0.000109218055688955,0.00122087249946404
"CTHRC1",0.567421602787457,0.000109402775819556,0.00122087249946404
"DSCAML1",0.567318232555887,0.000109789958997424,0.00122446482808126
"CREG1",0.567247386759582,0.000110056035173546,0.00122597456283881
"OTOF",0.567094407712679,0.000110632573353523,0.00123109774795432
"CCDC80",0.567073170731707,0.000110712825886184,0.00123109774795432
"GPR68",0.566898954703833,0.000111373164917083,0.0012369740678979
"NUAK1",0.566202090592335,0.000114050345878868,0.00125925275947127
"SP140L",0.566202090592335,0.000114050345878868,0.00125925275947127
"CAPG",0.56602787456446,0.000114728683361927,0.00126525301069158
"IGFBP7",0.565679442508711,0.000116096330462157,0.00127808160982371
"HLA-F",0.565505226480836,0.00011678567506382,0.00128265953075071
"CFB",0.564808362369338,0.000119580272002679,0.00130646844641715
"CTSZ",0.564808362369338,0.000119580272002679,0.00130646844641715
"GLIS3",0.564634146341464,0.000120288314780103,0.00131267510003488
"LAYN",0.564285714285714,0.000121715798083506,0.00132516927234387
"RNASE2",0.563763066202091,0.000123885789095248,0.00134645047371829
"PTGIR",0.563687062050918,0.000124204251633883,0.00134913002686741
"MYL6",0.563588850174216,0.000124616863349781,0.00135204611890026
"PTGS1",0.563588850174216,0.000124616863349781,0.00135204611890026
"CYTH1",0.563414634146342,0.000125351840184234,0.00135766464781527
"SCO2",0.563414634146342,0.000125351840184234,0.00135766464781527
"FBLN5",0.563240418118467,0.000126090738083872,0.00136409236200424
"MMD",0.562891986062718,0.000127580371396755,0.00137703117780882
"PLK3",0.562891986062718,0.000127580371396755,0.00137703117780882
"CCDC12",0.562717770034843,0.000128331144158269,0.00138433808698388
"MYZAP",0.562369337979094,0.000129844695832479,0.00139825295586766
"TRIM59",0.56221960940128,0.000130500048244933,0.00140369862673549
"SSTR3",0.562043629674218,0.000131274125272341,0.00141121565385893
"CDX1",0.56182494159975,0.000132241850248734,0.00142080462131501
"PAM",0.561672473867596,0.000132920354678209,0.00142727700824758
"SPNS3",0.560553109783542,0.000137998929645203,0.00147337616460692
"KCNT2",0.560400730823876,0.000138703681490367,0.00147921680561557
"TMEM130",0.55981772906958,0.000141430215369191,0.00150146542734049
"CD68",0.559756097560976,0.000141721262740323,0.00150370428039916
"IL12B",0.55950661417882,0.000142904960054602,0.00151540652666155
"SLC17A9",0.559372488092053,0.000143545022262412,0.00152047491395855
"CCND3",0.559059233449477,0.000145050011606533,0.001532090747594
"WIPF1",0.558710801393728,0.00014674075460126,0.00154820574553715
"RAB35",0.558536585365854,0.000147592790012407,0.00155282846205426
"TPRG1",0.558536585365854,0.000147592790012407,0.00155282846205426
"RGS10",0.558188153310105,0.000149310292119116,0.00156825966957586
"SLFN5",0.558188153310105,0.000149310292119116,0.00156825966957586
"RAP2C",0.558125354421135,0.000149621756971001,0.00157065167264634
"TP53I11",0.55801393728223,0.000150175800445261,0.00157558604057754
"NAIP",0.557936931278837,0.000150559810960544,0.00157873196970869
"HECA",0.557839721254355,0.000151045841511973,0.00158205971017481
"DNASE1L3",0.557665505226481,0.000151920436342411,0.00159033229093041
"PDLIM1",0.557491289198606,0.000152799606043375,0.00159775240232311
"AP1B1",0.557317073170732,0.000153683371805556,0.00160431072437419
"IFNAR2",0.557317073170732,0.000153683371805556,0.00160431072437419
"SNX24",0.557142857142857,0.000154571754903816,0.00161089530568927
"ELF4",0.556794425087108,0.000156362458630482,0.00162774881323486
"TREML1",0.556336526236059,0.000158744250785697,0.00164784691968361
"CD83",0.556271777003484,0.000159083680982302,0.00164784691968361
"FOXP1",0.556271777003484,0.000159083680982302,0.00164784691968361
"GPR141",0.555860447410841,0.000161255324011197,0.00166574263387998
"SLC6A12",0.555497481860379,0.000163193832918084,0.00168391260270095
"ARHGAP44",0.555250664754224,0.000164524021345453,0.00169670484684956
"SELP",0.554902217521871,0.000166418608706005,0.00171530037401975
"PHYKPL",0.554703832752613,0.000167506055133964,0.00172177867849755
"KIR3DL1",0.554682910889074,0.000167621111690424,0.00172201776243191
"RORA",0.554529616724739,0.000168466309322068,0.00172880716442707
"SMOC1",0.554315313844453,0.000169654335115836,0.00174004684113612
"CD1B",0.554297724351794,0.000169752180789766,0.0017400989942269
"CELA1",0.554099587717878,0.000170857888297097,0.00174856689938092
"TRAFD1",0.554006968641115,0.000171376979382046,0.0017510134837842
"PTGFR",0.55396708063231,0.000171600973399686,0.00175234766467323
"CD1D",0.55383275261324,0.000172357248022909,0.00175911295737854
"IL21",0.553750195066952,0.000172823544007662,0.0017629129211744
"DTX3L",0.553658536585366,0.000173342577592332,0.001766286481833
"GLT1D1",0.553442101314768,0.000174573774420581,0.00177607876991168
"CHST13",0.553439674388779,0.000174587624698392,0.00177607876991168
"PDE7A",0.553135888501742,0.000176329163379925,0.0017908818494012
"VCAN",0.552961672473868,0.000177334968623897,0.00179817658184632
"ICOSLG",0.552857810467736,0.000177937059280124,0.0018033070205488
"STAB2",0.552837898756746,0.000178052698587569,0.00180350462894395
"MAST4",0.551742160278746,0.00018452189724469,0.00185699907211005
"OAZ1",0.551742160278746,0.00018452189724469,0.00185699907211005
"MFAP4",0.551567944250871,0.000185569786209821,0.00186654349571584
"CCL24",0.5514238541024,0.000186440526692395,0.00187429680612146
"FAAH2",0.551275683696009,0.000187339768511209,0.00188232818291471
"ADGRF5",0.551219512195122,0.000187681693707961,0.00188374579575583
"LPAR5",0.551219512195122,0.000187681693707961,0.00188374579575583
"KCNJ8",0.551045296167248,0.00018874576093704,0.00189341268952831
"SLC9A3R1",0.550348432055749,0.00019305669224245,0.00193149359454726
"TM4SF1",0.55,0.000195245301831468,0.0019492318345165
"PTCRA",0.548549983853006,0.000204595764604719,0.00203392260107045
"CLEC4C",0.548168032654931,0.000207125070721695,0.0020557985194012
"IL23A",0.548117013536363,0.000207465049140965,0.00205808400678761
"DHX58",0.547735191637631,0.000210025433386441,0.0020812821473303
"SPATC1",0.547553415133849,0.000211254355728736,0.00209125090190784
"RHOXF1",0.547508174131501,0.000211561219078658,0.00209318402357413
"PARP11",0.547386759581882,0.000212386744745821,0.00209692786562466
"SFMBT2",0.547386759581882,0.000212386744745821,0.00209692786562466
"USP15",0.547386759581882,0.000212386744745821,0.00209692786562466
"PTBP3",0.547212543554007,0.000213576354424321,0.00210756382569481
"SYNPO2",0.547038327526132,0.000214771968918859,0.00211491200259783
"CR2",0.547008146164237,0.000214979710606981,0.00211584700486693
"SLCO5A1",0.546938381630202,0.000215460601283581,0.00211946797036114
"IRF3",0.546864111498258,0.000215973614968379,0.0021222886554174
"TLR5",0.546515679442509,0.000218395109195559,0.00213935971456892
"PPP1CA",0.546341463414634,0.000219615011359451,0.00214682542891712
"TMC6",0.546341463414634,0.000219615011359451,0.00214682542891712
"SMIM6",0.546297623416189,0.000219922955280703,0.002148715999016
"CYSLTR2",0.545993031358885,0.000222073261520538,0.00216521429982524
"VWA5A",0.545993031358885,0.000222073261520538,0.00216521429982524
"ILDR1",0.545933502259445,0.000222495721978233,0.00216820636290372
"CCNI2",0.545553599277357,0.000225208888328239,0.00218782679241296
"PARP9",0.545296167247387,0.000227064311761607,0.00220242989882936
"ACVRL1",0.544947735191638,0.000229597553619419,0.00222240480306847
"IL27RA",0.544947735191638,0.000229597553619419,0.00222240480306847
"TMSB10",0.544773519163763,0.000230873701192126,0.00223245348487788
"KCNMB1",0.544599303135889,0.00023215623726765,0.00224138901436122
"CLDN5",0.544448800551286,0.000233269365720724,0.00224862401856454
"ARPC2",0.544425087108014,0.000233445190032942,0.00224862401856454
"PLD4",0.544417029278862,0.000233504962320152,0.00224862401856454
"TCF7",0.544250871080139,0.000234740587780714,0.00225589072037829
"SLC4A8",0.544202473608259,0.000235101598932142,0.00225820322292271
"NFKBIZ",0.54390243902439,0.000237350831925255,0.00227631096936904
"PAOX",0.54390243902439,0.000237350831925255,0.00227631096936904
"RAB19",0.543744550647964,0.000238542223620805,0.00228656799841731
"CCL18",0.543554006968641,0.00023998719817022,0.00229572659381701
"IFIH1",0.543554006968641,0.00023998719817022,0.00229572659381701
"LHPP",0.543554006968641,0.00023998719817022,0.00229572659381701
"SIGLEC6",0.543330457893405,0.000241692516236393,0.00231086132114092
"PLXND1",0.542508710801394,0.000248055339944458,0.00236326567903407
"STYK1",0.542326118243679,0.000249489485652103,0.00237211011725687
"ZFP36L1",0.542160278745645,0.000250798513681612,0.00238214142691309
"FAM117A",0.54198606271777,0.0002521803195363,0.00239405395454527
"SLC46A2",0.541955101725928,0.000252426604914335,0.00239497735956001
"OSM",0.54174105341698,0.000254135228558635,0.00240773876390476
"ARAP1",0.541637630662021,0.000254964518251814,0.00241072550296662
"C14orf159",0.541637630662021,0.000254964518251814,0.00241072550296662
"GSDMB",0.541637630662021,0.000254964518251814,0.00241072550296662
"CFD",0.541463414634146,0.000256366971058038,0.00242154481877026
"GATM",0.541463414634146,0.000256366971058038,0.00242154481877026
"ARRDC5",0.541360969028231,0.000257194905872629,0.00242814254618251
"GRAP",0.541114982578397,0.000259192734264408,0.00243841349150754
"IQGAP2",0.541114982578397,0.000259192734264408,0.00243841349150754
"LRIG1",0.541114982578397,0.000259192734264408,0.00243841349150754
"PID1",0.541114982578397,0.000259192734264408,0.00243841349150754
"ACTR3",0.540940766550523,0.0002606161052781,0.00244812094086724
"CCNYL1",0.540766550522648,0.000262046509827894,0.0024566369204705
"ST14",0.540418118466899,0.000264928541998082,0.00247993738490121
"NCR1",0.540395819812784,0.000265113951595563,0.00248043522093823
"CDH11",0.54006968641115,0.000267839076829777,0.0025021878696463
