"gene","spearman_rho","p_value","fdr"
"GPC6",0.681184668989547,9.49216123210717e-07,0.000209486414768351
"NHS",0.679790940766551,1.01880012299291e-06,0.000219674385140505
"TMEM2",0.679790940766551,1.01880012299291e-06,0.000219674385140505
"CD248",0.679268292682927,1.04608713195381e-06,0.00022243784907903
"GALNT10",0.679094076655052,1.05533176438156e-06,0.00022243784907903
"CALHM2",0.677351916376307,1.15201956236206e-06,0.00023748060406978
"ANPEP",0.675783972125436,1.24596680780986e-06,0.000251323562878551
"COLEC12",0.673519163763066,1.39420221978155e-06,0.000266077868383778
"ADAMTS12",0.673344947735192,1.40625363785801e-06,0.000266077868383778
"IFNGR2",0.673170731707317,1.41840113217004e-06,0.000266077868383778
"FNDC1",0.671602787456446,1.53216888327703e-06,0.000276364962321094
"TGFBI",0.669163763066202,1.72597776364153e-06,0.000305449215737278
"BGN",0.667770034843206,1.84663518234724e-06,0.000314546752305159
"CCM2",0.667421602787457,1.87799116467711e-06,0.000314546752305159
"HK1",0.667421602787457,1.87799116467711e-06,0.000314546752305159
"ITGA5",0.665853658536586,2.02526236864224e-06,0.000330137933816071
"MAP1A",0.665679442508711,2.04226682332134e-06,0.000330137933816071
"ZYX",0.665505226480836,2.05940281178429e-06,0.000330137933816071
"IER3",0.664982578397213,2.11160928171244e-06,0.00033287124803062
"TNFRSF1A",0.662020905923345,2.43121643448081e-06,0.000370790155239232
"RAB31",0.658710801393728,2.84080662426159e-06,0.000419611743815143
"GNAI2",0.657665505226481,2.98279353890387e-06,0.000433753674389904
"ENG",0.656968641114983,3.08105106615623e-06,0.000434567195112968
"ZNF385A",0.656968641114983,3.08105106615623e-06,0.000434567195112968
"NRP1",0.65609756097561,3.20806233738819e-06,0.000446846768151346
"MMP19",0.655052264808363,3.36683199340938e-06,0.00045476990039885
"B4GALT1",0.654878048780488,3.39398614296279e-06,0.00045476990039885
"COL1A2",0.654878048780488,3.39398614296279e-06,0.00045476990039885
"MT2A",0.65418118466899,3.5046308083976e-06,0.000462981474188244
"GFPT2",0.653484320557492,3.61858650059724e-06,0.000471396278921553
"ADAM12",0.652787456445993,3.73594311748464e-06,0.000476752088033295
"KDELC2",0.652787456445993,3.73594311748464e-06,0.000476752088033295
"EMILIN1",0.652090592334495,3.85679273575243e-06,0.000479136257814435
"SLIT2",0.652090592334495,3.85679273575243e-06,0.000479136257814435
"EPHB6",0.651438782890246,3.97307404091149e-06,0.000484960306057424
"NPDC1",0.651393728222997,3.98122965684969e-06,0.000484960306057424
"GLIS2",0.650376759186544,4.16946464954723e-06,0.000498824884474685
"ADAMTS9",0.650348432055749,4.17482311757159e-06,0.000498824884474685
"TADA3",0.65,4.24125401871098e-06,0.000500387950547165
"TNC",0.649825783972126,4.27483278110347e-06,0.0005011974258795
"SLC20A1",0.648606271777004,4.51681690867925e-06,0.000526279306769653
"COL8A1",0.648257839721255,4.58823301865805e-06,0.000528040878509242
"LMO7",0.644975827085076,5.31373531214989e-06,0.000583654629311513
"COL3A1",0.644947735191638,5.32037643863046e-06,0.000583654629311513
"SULF2",0.644076655052265,5.5301307905631e-06,0.000599651580925857
"EFEMP1",0.642857142857143,5.83656718168636e-06,0.000616384615298214
"TGFB3",0.642682926829268,5.88159529497203e-06,0.000616384615298214
"THY1",0.642682926829268,5.88159529497203e-06,0.000616384615298214
"IFITM3",0.641463414634146,6.20583769742938e-06,0.000639644556956471
"PMEPA1",0.641463414634146,6.20583769742938e-06,0.000639644556956471
"FAM89B",0.639895470383275,6.64684107768397e-06,0.000673989685277155
