"gene","spearman_rho","p_value","fdr"
"COL12A1",0.824738675958188,3.37091484335223e-11,6.32349915464445e-07
"PXDN",0.793031358885018,6.35895260270708e-10,5.96437959370911e-06
"COL6A2",0.786933797909408,1.05569605069884e-09,6.60126740501985e-06
"UNC5B",0.771602787456446,3.52296781563842e-09,1.65218383133903e-05
"VCAN",0.76602787456446,5.33770763584294e-09,2.00260115081555e-05
"CLMP",0.756794425087108,1.03657556116364e-08,2.46057828466321e-05
"PLAUR",0.756620209059234,1.04934305012558e-08,2.46057828466321e-05
"COL6A1",0.751045296167248,1.54437945955209e-08,3.00243920534361e-05
"FAM20C",0.750522648083624,1.60053265384275e-08,3.00243920534361e-05
"COL5A2",0.740243902439024,3.17557498312265e-08,4.96421759236648e-05
"COL15A1",0.736585365853659,4.02180626223597e-08,5.38893311952032e-05
"SH2B3",0.736585365853659,4.02180626223597e-08,5.38893311952032e-05
"LOXL2",0.734843205574913,4.49459374978329e-08,5.62093894347898e-05
"PLAU",0.732926829268293,5.07407561940465e-08,5.94903653402574e-05
"EGFR",0.730313588850174,5.97668575629887e-08,6.22870267235614e-05
"SOCS3",0.727700348432056,7.02673743454072e-08,6.79582868802268e-05
"COL5A1",0.726306620209059,7.65451121858763e-08,6.79582868802268e-05
"PRRX2",0.725845993144741,7.87319018812021e-08,6.79582868802268e-05
"TP53I11",0.725087108013937,8.24616467545234e-08,6.79582868802268e-05
"MRC2",0.723344947735192,9.16536566781354e-08,6.87732378250057e-05
"NGEF",0.722107266844909,9.87526034516338e-08,7.03650696720383e-05
"OLFML2B",0.721254355400697,1.03938244149349e-07,7.03650696720383e-05
"FBN1",0.717073170731708,1.3322185115645e-07,7.35031972307014e-05
"TIMP1",0.717073170731708,1.3322185115645e-07,7.35031972307014e-05
"FOSL2",0.716550522648084,1.37377804035122e-07,7.36305778827101e-05
"ANO1",0.713414634146342,1.64948928667221e-07,8.217610224938e-05
"NID2",0.712891986062718,1.70014909486465e-07,8.217610224938e-05
"BICC1",0.712717770034843,1.71735390443003e-07,8.217610224938e-05
"ZEB1",0.71030968315123,1.97232306433563e-07,9.0240996009444e-05
"LPAR1",0.706445993031359,2.45578276445141e-07,9.89826977688378e-05
"LTBP2",0.706271777003484,2.47997590230576e-07,9.89826977688378e-05
"VDR",0.706271777003484,2.47997590230576e-07,9.89826977688378e-05
"MYOF",0.704355400696864,2.76108496406309e-07,0.000103590385681719
"IGFBP6",0.700696864111498,3.38141092138396e-07,0.000119682806555173
"COL6A3",0.699825783972126,3.54701115171016e-07,0.000123219226286909
"PODXL",0.698432055749129,3.82766744455277e-07,0.000130551297440664
"OSMR",0.696864111498258,4.16791094291632e-07,0.000130948103799387
"FST",0.696341463414634,4.28740796124704e-07,0.000130948103799387
"ECE1",0.69616724738676,4.32793988782023e-07,0.000130948103799387
"TPBG",0.694947735191638,4.62174932824323e-07,0.000135467805700804
"C1R",0.692160278745645,5.36398591864518e-07,0.000141722551898401
"ADAM19",0.690592334494774,5.82850453911145e-07,0.000149776598149578
"RASA4B",0.689214313184868,6.26719716311422e-07,0.000158325915853401
"COL1A1",0.688501742160279,6.50583754433818e-07,0.000160582903281895
"JUNB",0.68588850174216,7.45479999553793e-07,0.000179287939892687
"INHBA",0.685540069686411,7.59057527220925e-07,0.000180242533584017
"CSRNP1",0.684843205574913,7.86900972796658e-07,0.000182240436403611
"RUNX1",0.683797909407666,8.30440484580305e-07,0.000187689554822192
"CDH11",0.681707317073171,9.24274252833153e-07,0.000206410246534489
